0.000 -0.069 
0.139 0.270 
0.278 0.044 
0.418 0.504 
0.557 0.209 
0.696 0.853 
0.835 0.725 
0.974 0.768 
1.113 1.035 
1.253 0.826 
1.392 1.252 
1.531 0.705 
1.670 1.291 
1.809 1.064 
1.949 1.218 
2.088 1.203 
2.227 0.561 
2.366 0.706 
2.505 0.251 
2.645 0.572 
2.784 0.570 
2.923 0.197 
3.062 0.168 
3.201 0.177 
3.340 -0.094 
3.480 -0.534 
3.619 -0.268 
3.758 -0.239 
3.897 -0.419 
4.036 -0.636 
4.176 -0.646 
4.315 -1.238 
4.454 -0.781 
4.593 -1.327 
4.732 -0.917 
4.871 -0.892 
5.011 -0.984 
5.150 -1.184 
5.289 -0.964 
5.428 -1.049 
5.567 -0.663 
5.707 -0.217 
5.846 -0.627 
5.985 -0.512 
6.124 -0.392 
6.263 -0.078 
6.402 0.211 
6.542 0.388 
6.681 0.734 
6.820 0.782 
6.959 0.601 
7.098 0.872 
7.238 0.655 
7.377 0.684 
7.516 0.615 
7.655 0.796 
7.794 0.974 
7.934 0.799 
8.073 1.182 
8.212 1.274 
8.351 0.874 
8.490 0.652 
8.629 0.856 
8.769 0.548 
8.908 0.206 
9.047 0.111 
9.186 0.451 
9.325 0.273 
9.465 0.043 
9.604 -0.296 
9.743 -0.642 
9.882 -0.591 
10.021 -0.484 
10.160 -0.843 
10.300 -0.465 
10.439 -1.060 
10.578 -0.898 
10.717 -1.112 
10.856 -1.271 
10.996 -0.746 
