0.000 0.212 
0.139 -0.140 
0.278 -0.018 
0.418 0.617 
0.557 0.789 
0.696 0.311 
0.835 0.583 
0.974 0.533 
1.113 0.758 
1.253 1.009 
1.392 0.761 
1.531 0.846 
1.670 1.242 
1.809 0.945 
1.949 1.234 
2.088 0.696 
2.227 1.079 
2.366 0.510 
2.505 0.706 
2.645 0.259 
2.784 0.222 
2.923 0.175 
3.062 0.131 
3.201 0.170 
3.340 -0.365 
3.480 -0.232 
3.619 -0.188 
3.758 -0.424 
3.897 -0.987 
4.036 -0.554 
4.176 -1.001 
4.315 -1.060 
4.454 -0.768 
4.593 -1.055 
4.732 -0.668 
4.871 -1.174 
5.011 -0.736 
5.150 -1.076 
5.289 -1.029 
5.428 -0.878 
5.567 -0.984 
5.707 -0.496 
5.846 -0.411 
5.985 -0.333 
6.124 0.019 
6.263 -0.260 
6.402 0.029 
6.542 0.129 
6.681 0.608 
6.820 0.419 
6.959 0.627 
7.098 0.565 
7.238 0.579 
7.377 1.236 
7.516 1.069 
7.655 1.229 
7.794 1.259 
7.934 1.049 
8.073 0.850 
8.212 0.679 
8.351 0.897 
8.490 1.087 
8.629 0.540 
8.769 0.758 
8.908 0.513 
9.047 0.493 
9.186 0.251 
9.325 0.209 
9.465 0.162 
9.604 -0.206 
9.743 -0.410 
9.882 -0.528 
10.021 -0.449 
10.160 -0.695 
10.300 -0.628 
10.439 -0.996 
10.578 -0.858 
10.717 -1.030 
10.856 -0.726 
10.996 -0.890 
